label	review
neg	"capsule : not as bad a sequel as crow 2 or batman & robin , but still horribly putrid , cheesy and ill-conceived . 
this one belongs in saturday morning cartoons . . . 
extended review : you know , about halfway through this movie , i realized that if you hacked out everything except the fight scenes , you'd have a damn fine 35 minutes or so of flashy , hong kong style martial arts . 
beautifully choreographed by robin shou , who also plays liu kang , the fight scenes are both mind-blowing and graceful , acrobatic enough to make olympic gymnasts weep . 
this is what made the original so fun , but unfortunately for the sequel , we are without the frenetic directorial style of paul anderson . 
instead , they got john r . leonetti , the cinematographer for the original mortal kombat . 
not a good choice . 
while the fight scenes are brutal and eye-popping , the rest of the movie looks like standard made for tv fare . 
the acting is sub-par , which i could endure if it were not for a . ) the director's style , b . ) the special effects , & c . ) the treatment of the story and characters . 
a . ) mr . leonetti should go back to lighting , in my opinion . 
i could say dozens of bad things about him : he way overuses slow-motion , he has no eye for action , he can't get even mediocre performances out of actors , and so on . 
but by far his worst move was the way he treated jumping . 
apparantly , everybody can now fly . 
hell , i'm all for the occaisional gravity defying flip kick and whatnot , but not when it happens every few minutes , and is done so poorly . 
better jumping and acrobatics has been seen in xena : warrior princess . 
in short , they should have gotten paul anderson back . 
or at least let robin shou direct . . . 
b . ) unlike the first one , whose sfx were vibrant and somewhat realistic , mk : a's special effects are bland , fake looking , and overall just plain bad . 
i counted at least half a dozen times that blue-screening was painfully obvious . 
had this movie been made in the 80's , it would have been ground-breaking . 
but in today's industry , it doesn't even look finished . 
c . ) now for the _really_ bad parts . 
i admit , i'm an avid fan of the mortal kombat series . 
the games are amusing diversions , an easy way to work off stress and anger . 
the first movie was a mindlessly fun thrillride . 
this could have been a really cool movie . 
it isn't . 
the writers apparantly deemed it necessary to lower the target audience from teens to preschoolers . 
some of the plot elements are just plain stupid . 
how stupid ? 
take , for instance , how our heroes move around . 
they use giants spheres the roll around underground , supposedly at thousands of miles per hour . . . oh 
boy . . . 
even worse is the treatment of secondary characters . 
blink and you'll miss 'em . 
most characters had more depth in the video games . 
if you thought batman & robin was bad about this , you ain't seen nothin' yet . 
a good 75% of the characters are introduced , kick somebody around a bit , then either die or are forgotten about . 
there's no explanation at all for this . 
and for the final blasphemy , the fight that all the fans were waiting rabidly for , the fight hyped to be the most intricate of the movie , lasted about 3 minutes and then just sort of . . . ended . 
it almost made me weep . 
to sum it all up , rent it on video , and fast-forward through everything except the fight scenes . 
"
neg	" "" goodbye , lover "" sat on the shelf for almost a year since its lukewarm reception at the cannes film festival last may , and one look will tell you why . 
it's a mess . 
and that's * way * before ellen degeneres shows up . 
the film is one of those torrid double-indemnity crime stories that , in this case , required the services of three screenwriters . 
i suspect that one wrote a sexy thriller , one wrote a murder mystery , and one wrote a comedy , then director roland joff ? tried to piece it all together in the editing room while scratching his head in bewilderment . 
i didn't laugh at ellen degeneres much ( i think i was supposed to ) . 
degeneres is horrible and her character is even worse , a tough-talking vulgar cop with a bad wardrobe and bad hair . 
either degeneres is wearing a wig--as most of the actors appear to be--or she doesn't yet have enough clout to secure a hairstylist . 
every single word out of her mouth is supposed to be racy and hip , but her incessant wisecracking is poorly-written and merely stupid . 
her reaction to the brutal killing of a jogger is "" at least she died healthy . "" 
and that's one of her wittier asides . 
degeneres' sgt . 
rita pompano is called in to investigate the allegedly accidental death of . . . wait . 
to give away too much of the plot would all but ruin a film that has very little going for it outside of its numbing plot twists and multiple triple-crosses . 
it's best described this way : 
sultry sexpot/real estate agent sandra dunmore ( patricia arquette ) is married to jake , a "" creative yet unfocused "" ( and alcoholic ) advertising rep , played by dermot mulroney . 
sandra likes to act out her deep-seated sexual fantasies and jake's brother ben ( the suave-as-ever don johnson ) likes to help . 
ben is also coming on to his petite , mousy co-worker peggy blaine ( mary-louise parker ) and someone , somewhere , is planning to cash in on that huge life insurance policy of his . 
the film is ripe with cheating lovers cheating on each other and back again . 
although there are some genuine surprises , the plot twists get too contrived too quickly . 
probably around the time degeneres' gumcracking gumshoe appears . 
at least the former "" ellen "" star is going for something a little different . 
arquette turns in yet another of her stiletto-heeled , platinum blonde bombshell roles ( see : "" lost highway , "" "" true romance "" ) while quoting embarrassing lines like "" i'm not wearing any underwear . "" 
i hope she got paid a lot of money to do this . 
here's an example of some of the film's flat-out stupidity . 
sandra purchases a used car and disguises herself in a red wig prior to stalking two of the film's duplicitous lovers . 
she drives the motorbiking couple off a cliff while blaring her favorite "" the sound of music "" on her car stereo , intent on identifying herself to her hapless victims . 
so what was the point of the wig and the car ? 
 "" the sound of music "" stuff might be a reference to "" the wizard of oz "" allusions in david lynch's "" wild at heart , "" but if so joff ? must have forgotten that "" wild at heart "" was a despicable movie . 
it's hard to believe that "" goodbye , lover "" was directed by the same person who made "" the killing fields "" and "" the mission . "" 
it's not , however , hard to see why it sat on the shelf for so long . 
it should have stayed there . 
"
neg	"wow , a film without any redeeming qualities whatsoever . 
i'm amazed that someone thought this was a story that must be told on screen . 
many blacks in hollywood complain that they are not nominated for awards based on their race . 
i think first they need to concentrate their energy on themselves , and stop making movies which makes them look like nothing more than sex-crazed buffoons . 
even i'm offended by it . 
bill bellamy is a "" player "" which means he sleeps with a lot of women and lies to them . 
what a pleasant main character . 
one day , his friends decide that they want to find out how to be a player . 
why they decide this "" one day "" i have no idea . 
how many years have they been friends and why all of a sudden would they want to learn ? 
anyway , bellamy agrees to teach , and his wonderful lesson to his friends consists of letting them ride in his car while he rides from house to house having sex with women . 
this is the bulk of the film folks , guys riding from house to house , one keeps getting out to have sex , while the others sit in the car . 
since russell simmons is producer , and since the official title of the film is "" def jam's how to be a player "" , i was ready to be jumping up and down and stomping my feet and beating the person next to me because of the comedy . 
amazingly , aside from gilbert gottfried's 90 seconds of screen time , there was no comedy in the film for me to express myself in such a manner . 
instead of jokes , there's just an endless stream of profanity and naked breasts ( and naked breasts aren't so bad , but naked breasts alone don't make a good movie ) . 
be sure to bring along your ebonics to english dictionary as well . 
gilbert gottfried's character serves as one in his very brief appearance , asking for explanations as to what is being said . 
they should have brought him along for the entire film . 
[r] 
"
neg	"i wish i could accurately describe the theme music for part 3 . 
the best way i can put it is that it's funky . 
i know this is an odd question , but remember the opening music of "" police academy 4 : citizens on patrol "" , when steve guttenberg and michael winslow perform the title song "" citizens on patrol "" during the opening credits ? 
it's just like that . 
anyway , part 3 takes place a day after the events of part 2 ( so technically still 1985 ) . 
this time , a group of horny teens ( who also bring along two aging hippie potheads for some reason ) head up to a cabin on crystal lake for a weekend of sex and weed . 
it turns out that one of the teens had been attacked by jason earlier in her life ( which must have been between parts 1 and 2 ) so why she has returned to crystal lake one day after a new batch of murders is beyond me . 
she's the lone survivor this time . 
part 3 was originally shown in theaters in 3-d , and from what i can tell from the video , it looks as though they may have been fairly decent effects . 
jason had long , wild hair when he was unmasked in part 2 . now , one day later he's completely bald . 
also , it being one day later , it can't be friday the 13th now can it ? 
oh well . 
steve miner is the only director who helmed more than one film in the series . 
[r] 
"
neg	"when i was nine , i started buying the coolest toy figures in my local department store . 
masters of the universe was the pinnacle of what i was after for action figures : they combined science fiction and fantasy , had cool names like mekanek and stinkor and each came with its own little comic book to read . 
of course , the animated series produced by filmation remains one of the most wildly successful television products in world history . 
given the tremendous success of the toys and the cartoon ( not to mention its moderately successful spin-off she-ra : princess of power ) , it was inevitable that a production company would put two and two together , come with the result of "" trillions "" and make a live-action masters movie . 
let's be blunt : masters of the universe is a very bad movie . 
the story is painfully dull and mind-numbingly cliched ( hands up who * wouldn't * guess he-man and skeletor take their fight into the real world ) and is acted out by either incredibly untalented actors ( dolph lundgren as he-man for one ) or good actors ( james tolkan , meg foster ) given such awful characters and dialogue that they can't help but seem terrible . 
it is extremely clear that someone making the movie wanted it to be as good as star wars . 
we have the alien bounty hunters , the desert skif technology , stormtrooper lookalikes and a musical score so reminiscent of john williams that "" deja vu "" is too polite a term to use in describing it . 
 "" blatant uninspired ripoff "" would appear more appropriate . 
tv fans might want to check out courtney cox ( monica in friends ) and robert duncan mcneill ( lt paris in star trek : voyager ) , very early in their careers and not doing to well in them either . 
so in the face of such mindless sub-mediocrity , is there anything to make masters of the universe worth watching at all ? 
yes , there is . 
one incredible good reason . 
his name is frank langella . 
langella has always been one of the underrated actors of hollywood , appearing in countless films over the years . 
here he plays skeletor , the villain of the piece . 
dressed in opulent black velvet robes and bearing a skull for a face , he is one part darth vader , one part emperor and two parts grim reaper . 
given this character , langella falls right into it with style and precision . 
skeletor is believable , interesting and manages to tread the fine line between being a homage to the past and startlingly original in his own right . 
masters of the universe . 
i remember loving it when i was eleven . 
at twenty one it's difficult to see why . 
but , as i said , it is blessed with a superlative villain who makes the entire thing worth the tedium of the remainder . 
besides , this year marks the film's 10th anniversary . 
watch it with some friends for a good laugh and celebrate . 
"
neg	"if anyone had been able in 1983 to forsee a late-night cable show hosted by gilbert gottfried showcasing some of the worst films of the 80's , they'd agree d . c . cab is the quintessential "" usa up all nite "" movie . 
it's one of those childish r-rated movies that kids would love but can't see until it's edited for tv . 
it's also one of those pointless , almost plotless movies with hardly any laughs . 
and , strike three , it pairs mr . t with gary busey . 
i heard gilbert say d . c . cab had "" an all-star cast , "" but i'm still hoping there was some degree of facetiousness in that statement . 
when third-billing goes to a two-minute appearance by famed flashdancer irene cara "" as herself , "" you can't say a damn thing about all-star casts . 
likewise for token appearances by marsha "" roz "" warfield , paul rodriguez and "" politically incorrect "" host bill maher , before he was somebody . 
appearing in d . c . cab pretty much had the opposite effect on everyone else , especially irene "" i'm gonna live forever "" cara . 
d . c . cab is an ensemble comedy from joel schumacher ( who would go on to direct batman forever ) about a bunch of misfits who drive cabs . 
you get the feeling if the police academy cadets had made a different career choice , this would be the result , except here you have such interesting characters as the "" token white guy "" ( busey ) who wants to get in tight with the blacks now before they take over the world , the token jive talker named tyrone ( charlie barnett ) who wears his hair in rollers and uses the word "" honkey "" as much as possible , the tough guy with the mohawk and gold chains ( mr . t -- a real stretch for him ) , the aspiring musician waiting for his big break ( maher ) , the mexican gigolo ( rodriguez ) , the woman who actually wants to drive cabs for a living ( warfield ) and the guy who wants to own a cab company for a living ( adam baldwin ) . 
we've all seen dozens of bad comedies from the 80's . 
some are fun to watch and some are actually funny . 
this one is more or less neither . 
you'd think plenty of comedic sparks would fly from the assemblage of talent ( whatever ) , but d . c . cab more or less falls flat on a continual basis , culminating in the usual contrived hollywood finale as baldwin is kidnapped and the other cabbies have to go to rescue him . 
it's a shame no one was able to rescue this movie from the depths of stale jokes and unoriginality . 
d . c . cab has rightly earned its position on "" usa up all nite . "" 
"
neg	"the marvelous british actor derek jacobi stars in writer and director john maybury's love is the devil about the popular modern artist francis bacon . 
as always , jacobi's acting is impeccable , but the movie tries hard and succeeds at being unentertaining and opaque . 
the movie convincingly argues that francis , played by jacobi , was a completely despicable and vain individual , but it never provides any insight into his work or any motivation for his attitude . 
when interviewed by a fawning talk show host , francis calls his style "" chance brushstrokes . "" 
starting with a burglary of francis's flat , the film uses loud sound effects that sound like they were lifted from a cheap horror movie . 
the camera shots are heavy on the avant-garde angles -- lots of wide-angle close-ups and distorted shots filmed through colored-glass reflections . 
the director is much more interested in filmmaking style than in the substance of the story with the result being a sterile examination of a lonely and vain man . 
daniel craig , in a lifeless performance , plays the burglar and boxer , george dyer . 
when francis lays eyes on him after the break-in , francis promises not to call the police if he'll stay for sex . 
he stays for the entire movie but never respects the man with whom he shares a bed . 
he thinks that francis's paintings have "" no bloody use , "" and the movie presents no counterargument . 
writer maybury barely outlines francis's character , and george and the rest of the supporting cast remain a complete enigma . 
we learn little of george other than francis's reason for liking him -- george's "" amorality and innocence . "" 
francis's love of sadomasochism is shown early and often . 
 "" boxing is such a marvelous aperitif for sex , "" he reflects to george on the way to watch a boxing match . 
as the fighter's head is sliced open with a heavy blow , the camera cuts to a gleeful francis whose own head is soaked by the flying blood . 
francis appears to be in complete ecstasy . 
another of francis's favorite activities is viewing old movies of atrocities . 
as the carnage mounts , we witness an orgasmically happy francis in the audience . 
in a film that tries obsessively to shock , one dream sequence portrays a family in a car accident . 
francis's mind slowly examines every bloody limb of the mother , the father , and the boy . 
sometimes the script throws us tidbits of francis's wisdom which illuminate little while merely sounding insightful . 
 ( "" i'm optimistic by nature . 
i'm optimistic about nothing . "" 
 "" loneliness is my only true companion . "" ) 
we learn more details about francis's makeup techniques than about the man himself . 
he prefers shoe polish for his hair and sink cleaning powder for his teeth . 
full of metaphorical interpretations , the film's best scene occurs late one night when george has to get up to go to the bathroom . 
mistaking francis's picture of a toilet for the genuine article , he urinates on it and then crawls back into bed contentedly . 
like a parody of a bad art house movie , love is the devil has horrid characters filmed bizarrely and confusingly by a director who is much more interested in technique than storytelling . 
by the end , the audience hasn't learned any more than it could have in a three-minute sketch . 
love is the devil runs 1 : 30 . 
the film is not rated but should be considered nc-17 for violence , profanity , graphic sex , nudity and sadomasochism and is unacceptable for most teenagers . 
"
neg	"this was the last carry on movie ( if you discount 'carry on columbus' as a carry on movie ) and was made by a new production company . 
based in central london , this movie is about the attempts by emmanuelle prevert ( suzanne danielle ) to bed her husband emile the french ambassador ( kenneth williams ) . 
when he seems unwilling , she is given his permission to bed anyone she likes , such as the prime minister and the u . s . ambassador . 
her antics get her into trouble and the british press spread these rumours all over their front pages . 
she is invited to talk on television to set the record straight but only confirms the rumours instead . 
meanwhile , theodore valentine ( larry dann ) is in love with emmannuelle after a chance encounter in the toilet of the concorde and is determined to marry her . 
however , she is only interested in restoring her husband's ardour which seems a little difficult after emile's accident with a church spire ! 
this film is the second worst carry on movie , the worst being 'carry on england' . 
it is embarassing to see some of the remaining regulars struggle through this diabolical script by lance peters and try to pull off some of the crude and tasteless jokes that he has written . 
newcomers suzanne danielle and beryl reid ( as mrs . valentine ) are mildly funny , but larry dann as theodore is excruciatingly bad . 
kenneth williams only appears in a few scenes and his lacklustre performance is warranted , given the script . 
the small parts for jack douglas as lyons the butler , joan sims as mrs . dangle , kenneth connor as leyland the chauffeur , and peter butterworth as richmond , are worthless and embarassing . 
in fact , all four parts are surplus to requirements . 
however , the only humourous scene in the film is when the four of them and emmannuelle talk about their most amourous escapades . 
an awful script , a terrible collection of jokes , very poor production values ( especially the scene where emmannuelle takes her clothes off at st . james palace ) , a ludicrous and cringeworthy musical score , and a non-existent plot or storyline . 
its just a succession of awful set pieces about who emmannuelle will bed next ! 
jack douglas is not so annoying but is more boring , joan sims and peter butterworth are wasted , and kenneth connor and kenneth williams put in some poor performances as leyland and emile . 
a complete waste of time , this movie was trying to catch up with the new sexually permissive seventies . 
it was a certificate 15 film but by 1978 , there was little interest in this kind of film and it flopped at the box office and was only given its premiere on uk terrestrial television in april 1998 ! 
avoid at all costs ! 
"
neg	" "" varsity blues "" is the best film of 1999 thus far . 
unfortunately , it is also the first film i have seen from 1999 . 
it is another one of those small-town sports movies that involves a flawed , but good-heartedfrom 1999 . 
it is another one of those small-town sports movies that involves a flawed , but good-hearted protagonist ; a rough and meanspirited coach ; and the "" big game . "" 
by the end , will the underdog overcome great odds and triumph ? 
will everyone in the town turn against the coach ? 
will the team win the climactic game ? 
do cats bathe themselves regularly ? 
the so-called "" hero "" in question is john moxin ( james van der beek ) , a senior at west canaan high school who plays for the varsity football team , but is really just hoping to get a scholarship at brown university so that he can get out of the dead-end town . 
at least he's got the right idea , since west canaan , texas is portrayed in the film as , frankly , pathetic , with the whole town treating the weekly football games as the second coming . 
heck , in one scene , the front page of the town's newspaper is proclaiming about the west canaan badgers' big win the night before . 
when the team's star quarterback is severely injured , tearing the ligaments in his leg , john finds himself taking over as the team's leader , but his few minutes of glory do not last long , as he begins to have problems with his girlfriend ( amy smart ) when she discovers he spent an evening with another girl ( ali larter ) . 
and after staying out all night with his drinking buddies at a strip joint ( all of the teenagers in the film are portrayed as raging alcoholics ) , the team loses their second-to-last game , putting john at feuds with the coach ( jon voight who , like gary oldman , is overstaying his welcome in the typecasted role as the "" bad guy "" ) . 
worse yet , the coach is threatening to ruin john's scholarship chances if the badgers don't win their final game . 
the plotting of "" varsity blues "" is as old as the hills , and contains every cliche in the book . 
admittedly , i was never exactly bored while i was watching it , but i hasten to add that i was rarely ever entertained . 
throughout , all i could really think of is how virtually the same exact story had been filmed with a great deal more thoughtfulness and maturity in 1983's "" all the right moves . "" 
one of the biggest problems i had with the film is how little of interest any of the characters actually were , least of all certainly not john , who , played by van der beek ( of tv's "" dawson's creek "" ) , is pretty much a bore without any engaging qualities . 
while i probably shouldn't blame this on van der beek , since the inauspicious and "" by-the-numbers "" screenplay by w . peter iliff isn't of any help , he is still certainly not in the league of tom cruise in "" all the right moves . "" 
the story revolving around john , meanwhile , is extemely thin throughout , particularly for its 104-minute running time , and it alternates between uninspired comic relief ( as in when the students see their sex education teacher working as a stripper at the club ) and heavy-handed melodrama . 
the romance between john and his girlfriend had the potential to be an adequate subplot , but we also learned very little about her , which is unfortunate since amy smart , whom i don't think i've seen before in past films , is probably the only character written with any sort of intelligence . 
smart does not allow her character to become the "" passive girlfriend , "" instead coming off as a young woman with her own ideas and opinions . 
it's too bad the camera didn't linger on her long enough so we could hear some of those thoughts . 
the adult characters probably fare the worse of any , since they all must play residents of a dim-witted town that cares about nothing but football . 
john's relationship with his parents can also be telegraphed far in advance . 
his father is set on him becoming a football player at a university , but john doesn't want any part of that . 
his mother stands beside her "" big , strong husband "" and is a passive female . 
finally , jon voight plays the stock bully coach character and he does nothing to make the thankless role any more than one-dimensional . 
saving "" varsity blues "" from being a total washout are a few amusing sequences , including one set in the sex education class , which did get a laugh out of me . 
the scenes of playing football were well-shot and thankfully didn't overstay their welcome , as many sports films fall victim to . 
but leaving the theater , the question i had in my mind was why did this film need to be made ? 
i seem to be asking this question quite a lot lately , since the same old stories seem to be cranking out of hollywood . 
do we really need another high-school sports film ? 
no , we don't , and certainly not one of this low-caliber , which felt like a cut-and-paste job of spare parts from much better , but similar , films . 
 "" varsity blues , "" no doubt is the first one , however , to include an earnest scene in which one of the characters is only wearing whipped cream on their private parts . 
"
neg	"a life less ordinary ( r ) while the extremely peculiar a life less ordinary does live up to its title , a more appropriate moniker would be a movie more misguided , for this confused , confusing attempt at romantic comedy is a most disarming disaster from the talented trainspotting team of director danny boyle , producer andrew macdonald , and screenwriter john hodge . 
at the core of this strange film is a fairly basic--and , yes , ordinary--premise . 
after robert ( boyle regular ewan mcgregor ) , an aspiring writer of trashy novels , is fired from his janitorial job at the naville corporation , he kidnaps naville's ( ian holm ) spoiled daughter celine ( cameron diaz ) and holds her for ransom . 
the joke here is that celine is a willing victim--her father threatened to cut her off financially , so she wants revenge--and that she soon becomes not only an accomplice but the brains behind the scheme , teaching the inept robert a thing or two about kidnapping . . . 
and , ultimately ( didn't we see this one coming ? ) , 
love . 
so far , so mediocre . 
but mediocre is better than dreadful , which this film is , thanks in no small part to the hodge's contextual frame for the romance . 
it turns out that god is displeased with the divorce and romantic breakup rate on earth , so the chief of heaven's police , gabriel ( dan hedaya ) dispatches two angels , o'reilly ( holly hunter ) and jackson ( delroy lindo ) , to earth to hook up celine and robert--or lose their angel status . 
this conceit might have worked if the angel dimension played an integral role in the entire picture . 
but it could have easily been cut without any clear loss to the film ; as it stands , it is simply a waste of time that distracts from the romance at hand . 
not that there is much of a romance to begin with . 
try as diaz and mcgregor may , celine and robert are too one-note to become very endearing characters . 
celine is rich bitch ; robert is a dullard . 
as such , it is quite hard for the audience to really connect with these two--then again , they never seem to really connect with each other . 
when celine and robert start to overtly act on their "" feelings , "" it comes off more like something scripted than anything natural . 
but i am not exactly sure if boyle and company's point was romance ; honestly , i am not exactly sure what they were trying to accomplish . 
boyle juices up the visuals with his characteristic razzmatazz , but it remains just that--energy , not energy in service of a story or even acting . 
the cast seems lost , especially hunter , whose performance is so adrift as to be baffling . 
and then there are the many eccentricities splattered onto the film : some violent confrontations involving the angels , who are not exactly angelic--in fact , they end up staging their own ransom scheme ; some mystical hokum in the climax ; and a cutesy claymation epilogue . 
watching much of a life less ordinary is like being trapped in indie hipster hell , stockpiling quirks in the name of cool . 
instead , the film just gives quirky a bad name . 
my best guess as to what the filmmakers wanted to accomplish is an atmosphere of warped womantic ( yes , misspelling intended ) whimsy , which comes through in only one scene : an extended musical number where celine and robert sing "" beyond the sea "" at a karaoke bar . 
after a verse or two , the couple are magically dolled up in snazzy outfits and hairdos , and engage in a spirited dance routine on the counter . 
the scene works not only because of its relative simplicity but also because it does not try too hard , just relying on the innate charm of the leads , allowing them to build a romantic rapport . 
alas , not nearly enough is built , for this moment comes to an abrupt end . 
i applaud any attempt to bring something fresh and unique to movie houses , but sometimes even cleverness can reach overkill . 
a life less ordinary certainly delivers something "" different , "" but by the time the film was over , i was clamoring for a life more ordinary . 
 "" i can accept failure . 
everyone fails at something . 
but i can't accept not trying . 
it doesn't matter if you win as long as you give everything in your heart . "" 
--michael jordan 
"
neg	"i was recently told that in china their had been strong protests against the release of red corner  and this is apparently because of the way it shows the injustice of many chinese laws . 
but if you ask me , the real truth of the matter is that the chinese critics association were determined not to punish the population into viewing richard gere running across rooftops in search for a fellow american . 
or more the point , anyone that allows him to bask in his own less-than-subtle presence . 
this is not an insult to gere , as i consider him to be a rather talented actor  but more the choice of character and responsibility of his role . 
if a film is solely about one person , the main actor must give a faultless performance in order for it to really work . 
although geres performance is in no way poorly acted , it is far from perfect  and i look forward to seeing him star with other talented actors that can reduce the need for him to carry a film by himself . 
this is where he truly belongs , and if you are reluctant to believe me than look no further that primal fear ( with the sensational edward norton ) , the jackal ( with bruce willis ) and pretty woman ( with the delightful julia roberts ) . 
in red corner gere plays classy lawyer jack moore , who is guilty of the same personality traits as his character martin vail in primal fear  bold and up front , who thinks he is three steps ahead of everybody else but is actually two steps behind . 
it is with invulnerability of both mental and physical kind that the character of moore is portrayed , which left me barracking for the chinese to haul his sorry ass into jail . 
it doesnt take long from the films beginning for jack moores charm to work on a pretty chinese lady , and in no time they are in bed together in a hotel room  drunk and cheerful . 
yet instead of a hangover , poor jack finds himself covered in blood and the chinese chick dead on a couch . 
he is arrested and hauled into a chinese prison . 
his cell , food and rights  all terrible . 
now trapped in a foreign land without adequate aid from the american embassy , lawyer shen yuelin ( bai ling ) defends his case by initially pleading guilty to the charge of murder . 
jack and shen argue about their countries different laws ; shen stating that they will shoot you in the back and charge the cost of the bullet to your family .  
as the plot thickens , scenes get progressively more ridiculous  ranging from richard gere running over rooftops in search of the us embassy to a scooby doo ending where the least expected but-you-knew-along criminal is discovered . 
red corner is one of those films where you sneer , laugh or vomit youre way through all of its minutes . 
what should have been a politically taunt thriller is little more than a pointless expedition to see how stressed out richard gere can act . 
this is not to say that the film does not have its moments  there are some tense court room scenes that are shrewdly created  telling the tale of foreign injustice and government corruption . 
but what they amount to spoils the effect of having them in the first place  perhaps this is why red corner is so frustrating to watch . 
if you look at the films overall concept fairly broadly , the basic idea is quite tangible . 
it is upon the films execution where the diminutive plot twists and developments fail to impress or innovate - the evidence that goes missing , the high powered officials shielding the truth and intolerable love angles have all been done so many times before . 
if that wasnt bad enough , red corners dialogue is purely laughable on many occasions . 
shen yuelin attempts to gain sympathy by reciting renaissance of a destitute relationship with her deceased father , whilst jack moore is eager to talk about chinese musical instruments when he could have been working on a plan to free himself . 
taking itself far too seriously , red corner is not half the film it intends to be . 
although it would have benefited from the help of a more valuable supporting cast , the films main fault is in the bizarre ( and often out of place ) way of unfolding a story which isnt that meritorious anyway . 
whilst richard gere still proves that has what it takes to be known as a decent actor , i would think twice before going to see him attempt to manage such a serious yet hollow drama again . 
martin vailwhere are you ? 
"
neg	"if you're the kind of person who goes to see movies just because you long for some of that overpriced theatre popcorn ( butter optional ) , then this is the movie for you ! 
indeed , this has got to be either one of the most unimaginative rip-offs of other recent action movies , or an incredibly unfunny spoof of them . 
it's difficult to fathom such insipidness unless you actually watch this film . 
but at least we're warned very quickly that we may regret our ticket purchase , giving us an opportunity to sneak on out and into the adjacent show . 
what are the four ingredients of a really bad action movie ? 
first , the movie gives us an introductory premise . 
huge caverns exist deep beneath the ocean floor , and in this area , many ships have disappeared . 
oooh . . . scary ! 
secondly , a cheesy soundtrack tries to connote a tone of mystery , but only succeeds in drowning our ears with an abrasive musical score . 
third , the main character is a mercenary that delivers goods without asking about the contents of his cargo ( treat williams ) . 
he operates a sophisticated military-style pt boat and every word that comes out of his mouth is awash in comical flippancy . 
finally , in the cargo hold , we see those that hired him . 
they are also mercenaries that have tough-looking haircuts , talk with accents , and try to show how macho they are . 
during their trip across the stormy sea , their boat suffers an incident and requires repairs . 
spotting a cruise ship in the distance , they make their way to the ocean liner and devise a plan to raid the machine shop , take the parts that they need , and then continue on their merry way . 
little do they know that this cruise ship has become infested by some kind of ocean monster . 
yet , they board the ship armed to the hilt with grenades and machine guns that can kill dozens in a matter of seconds . 
this is nothing more than a by-the-book action film . 
their realization of the situation that they're in doesn't happen until they are in the bowels of the boat . 
those who are dumb enough to stray off on their own will ultimately get killed . 
the corridors on the ship are narrow , misty , and provide the kind of atmosphere that all scare-fests must have . 
yet , despite the predictable nature of this film , there are some scary "" boo "" moments . 
but most of it is just outright silly . 
and this film is unusually gory too . 
monsters basically suck off the flesh and spit out skeletal remains . 
there is one particularly neat scene where a monster has been cut apart and reveals a victim that is still alive . 
he screams horribly as the monster's digestive juices continue to slowly eat him away . 
additionally , it borrows heavily from speed2 , alien and a bunch of other recent films . 
the mercenaries even run into a lone , surviving passenger ( femke jannsen ) who looks amazingly like sandra bullock . 
to be honest , when i left the theatre , i just had to laugh at how witless the film was . 
it's moronic fun at best . 
so , if you're hankering for a large bucket of popcorn served with a side of silliness , then this might just hit the spot . 
"
neg	"birthdays often cause individuals to access their lives . 
are we doing what we want to be doing ? 
what happened to our dreams ? 
with the new millennium , our collective big birthday , just around the corner , some people are sensing a certain dissatisfaction with their existence . 
the old standbys of traditional religion and science aren't doing it for many anymore and they're looking for something else . 
we'll be seeing more and more films with a metaphysical theme over the next few years . 
ricky hayman ( jeff goldblum ) is having a career crisis . 
the programming director for the good buy home shopping network , he's going to be fired unless sales increase dramatically . 
new producer kate newell ( kelly preston ) is supposed to whip things into shape . 
when the two are fixing a flat , they almost run down new age pilgrim "" g "" ( murphy ) . 
g wanders onto the television set and connects with the viewers by telling them that they don't really want all that commercial crap . 
in some unexplained manner , this causes sales to sour . 
ricky is saved . 
the movie tries to be too much at once and fails at it all . 
it's not an over-the-top comedy or a heart-warming message of humanity . 
it _is_ a mish-mosh of poorly directed scenes made even worse by insipid dialog . 
i am willing to put up with preaching from a film , but the messages here are old hat . 
you should take time to smell the roses . 
selling your soul for cash is a bad idea . 
golly . 
i'm glad i saw the movie . 
i never would have thought of these . 
the opportunity to poke fun at the goofy products is mostly missed . 
when g takes a chainsaw to the set , there's an obvious chance for murphy to be hilarious . 
it doesn't happen . 
the bits are so subdued and overly-long that there's only a hint of laughter from the audience . 
murphy has changed his roles in recent years and not for the better . 
there are hints of promise in this one . 
the only time the film picks up even a little is when his shaved-headed character in the long flowing white caftan shows up on screen . 
the others are horrendous . 
goldblum has episodes of brilliance in his career , but here he seems to have been replaced with a lifeless pod from his "" invasion of the body snatchers "" . 
his relationship with kate makes no sense . 
they move from antagonism to love somewhere off screen . 
preston is as uninteresting as she could possibly be . 
somewhere hidden deep inside of this film is about ten minutes of value . 
an attempt to satirize stupid television , we get a self-parody instead . 
"
